,cause,age,Year,valprevnumberboth,valdeathsnumberboth,valprevrateboth,valdeathsrateboth,valprevpercentboth,valdeathspercentboth,valprevnumberfemale,valdeathsnumberfemale,valprevratefemale,valdeathsratefemale,valprevpercentfemale,valdeathspercentfemale,valprevnumbermale,valdeathsnumbermale,valprevratemale,valdeathsratemale,valprevpercentmale,valdeathspercentmale,is_projection
96,Cardiovascular diseases,75+ years,2007,100757403.696,7749032.622,10719519.9429,922644.3028,107.1977,92.9637,56948961.357,4444266.0421,10035767.6368,920000.1043,100.36,98.2409,43808442.3385,3304766.5799000002,11631235.7553,942956.6524,116.3154,86.4817,False
97,Cardiovascular diseases,75+ years,2008,104046533.2228,7996355.2834,10728792.5308,918175.6239,107.29,92.7731,58624734.4698,4572613.8975,10043490.6412,915864.7632,100.4366,98.0009,45421798.7519,3423741.386,11641529.6273,937353.1905,116.4183,86.3281,False
98,Cardiovascular diseases,75+ years,2009,107399286.5874,8187495.6435,10740642.1235,912828.4844,107.4096,92.6155,60332360.3496,4651900.1104,10054242.7794,911135.4085,100.5447,97.8219,47066926.2377,3535595.5342,11652951.9282,930314.133,116.5325,86.1926,False
99,Cardiovascular diseases,75+ years,2010,110906671.8502,8421677.7205,10751818.1889,905328.7043,107.5209,92.2076,62155236.8829,4753159.3667,10065722.1004,904430.4852,100.6593,97.3201,48751434.9675,3668518.3547,11662096.5977,920976.9842000001,116.6235,85.8721,False
100,Cardiovascular diseases,75+ years,2011,114592059.7503,8564079.4262,10760370.2804,896622.3592,107.6062,91.9963,64102230.2958,4825687.0854,10075515.8321,896188.3023,100.7567,97.0451,50489829.4553,3738392.3407,11668041.8487,909155.5249,116.6835,85.7096,False
101,Cardiovascular diseases,75+ years,2012,118434149.9724,8710087.9498,10765716.5083,887793.9576,107.66,91.6779,66128813.3333,4884587.2310999995,10081855.3683,887120.7274,100.8204,96.6657,52305336.6391,3825500.7198,11670673.4326,899515.1824,116.7101,85.45,False
102,Cardiovascular diseases,75+ years,2013,122295931.6642,8999084.1853,10771591.4418,881018.5624,107.7183,91.4195,68187627.1766,5010719.7147,10088785.2668,882441.9394,100.8892,96.3105,54108304.4861,3988364.4688,11673260.5316,891324.0877,116.7365,85.2914,False
103,Cardiovascular diseases,75+ years,2014,126061225.9633,9262769.463,10778118.7544,875182.618,107.7836,90.9485,70214182.2861,5140158.5963,10096445.2124,879546.2869,100.9665,95.769,55847043.6766,4122610.8662,11675828.6191,883798.5494,116.7619,84.9023,False
104,Cardiovascular diseases,75+ years,2015,129924583.61060001,9384891.6712,10787152.7392,874742.2697,107.8746,90.8736,72320570.469,5209019.9708,10106900.4015,880818.3529,101.0711,95.6742,57604013.1422,4175871.6985,11680557.0423,882721.1192,116.8093,84.8568,False
105,Cardiovascular diseases,75+ years,2016,133984463.1376,9554626.6344,10805481.1544,868455.1835,108.0585,90.4768,74527908.6001,5299088.0936,10127983.0593,875805.4357,101.2822,95.1774,59456554.5378,4255538.5413,11693130.2238,877134.2278,116.93430000000001,84.5909,False
106,Cardiovascular diseases,75+ years,2017,138049575.4376,9701496.6188,10831744.8193,861878.5355,108.3199,90.1291,76745430.0258,5381902.2798999995,10157984.9743,869328.3385,101.5814,94.7826,61304145.4121,4319594.3384,11713356.2442,870813.7221,117.1376,84.3157,False
107,Cardiovascular diseases,75+ years,2018,142123462.4681,9857092.39,10858149.5158,856930.0697999999,108.5837,90.0217,78900842.6297,5462178.6624,10188047.5527,863306.2023,101.8822,94.5924,63222619.838199995,4394913.7274,11734082.3192,868624.5751,117.3436,84.349,False
108,Cardiovascular diseases,75+ years,2019,146085774.681,10036123.7061,10877242.3783,852758.2294,108.775,89.8351,80962778.83049999,5535833.697,10209606.9344,859591.4121,102.0989,94.3566,65122995.85,4500290.0083,11749338.7121,864347.7162,117.4977,84.2193,False
109,Cardiovascular diseases,75+ years,2020,149075825.5133,10175084.198800001,10870877.0464,842489.7619,108.711,80.016,82468326.38419999,5585675.739,10201955.2811,845896.2981,102.0215,85.5733,66607499.1293,4589408.4601,11748034.2894,856557.2679,117.4838,73.5855,False
110,Cardiovascular diseases,75+ years,2021,153174806.0768,10285075.6423,10909893.3251,832919.1869,109.1016,72.9028,84942495.5672,5641320.5901,10246204.722,837399.1351,102.46340000000001,78.7226,68232310.5103,4643755.0513,11782424.6467,844045.5668,117.8279,66.3445,False
111,Cardiovascular diseases,75+ years,2022,149423125.99193436,10150119.812971171,10892660.955398759,845429.4454875316,108.92917482703422,84.47248129291057,82795710.24551015,5589649.519931249,10227267.347468175,851091.9719355762,102.27523562398903,89.42035061317205,66627307.73201172,4560455.178698183,11762554.53153868,859237.2189705055,117.62972995487294,78.56729811746835,True
112,Cardiovascular diseases,75+ years,2023,157425687.88641188,10411480.818673203,10927615.936088206,826897.3410593187,109.27858778939063,70.3356203548193,87149610.72902952,5709802.955489062,10267435.80882126,828542.1382520214,102.67630355005889,76.48346018820047,70275802.0410361,4701639.367461152,11792873.779116146,847834.8946430355,117.93255041144712,63.599345321381094,True
113,Cardiovascular diseases,75+ years,2024,163591231.20025814,10560196.84162258,10969766.74395867,813544.0310969214,109.70017040149307,60.819449079661375,90591107.05505985,5785603.273365469,10316198.189000167,812427.533584463,103.16387662865013,67.65557096321345,72999740.72241671,4774539.914566035,11826877.302124558,841575.5932961705,118.27278047984326,53.66922122038603,True
114,Cardiovascular diseases,75+ years,2025,168434347.16796875,10648362.447753906,11002097.86416483,801768.2100067139,110.02343166439096,51.76165637373924,93255995.19042969,5830244.459472656,10353904.024235725,796765.7554321289,103.5410065799806,59.35539312660694,75177892.89160156,4818053.751586914,11852568.791903734,838925.9767948389,118.52981873333192,44.130609557032585,True
115,Cardiovascular diseases,75+ years,2026,172052240.28515625,10683918.509277344,11028968.157430172,791255.9739227295,110.29210002064792,42.973338931798935,95262549.03027344,5847951.302734375,10385285.242169857,782304.1742553711,103.85483128737542,51.31498847901821,76789199.09863281,4835898.341918945,11874347.620809078,836971.2096731663,118.74769328353796,34.8562626093626,True
116,Cardiovascular diseases,75+ years,2027,175593124.90234375,10695769.144042969,11057030.225850105,779764.7050628662,110.5726832926448,33.04394933581352,97233271.71777344,5853876.851074219,10418118.894692898,766129.1681518555,104.18318148735852,42.2433852404356,78359327.90917969,4841818.796020508,11897152.972777367,835436.8504306078,118.97583529488475,24.365255519747734,True
117,Cardiovascular diseases,75+ years,2028,179047834.78515625,10682249.453613281,11086284.069423676,767204.5805511475,110.86518148039977,21.905534654855728,99163042.92871094,5847142.7470703125,10452404.981803894,748101.7376098633,104.52605717993356,32.07928152382374,79884233.45410156,4835028.571411133,11920984.847808361,834322.8990671635,119.21424476737593,12.585028037428856,True
118,Cardiovascular diseases,75+ years,2029,182407203.74609375,10641694.533691406,11116729.688151836,753485.7773284912,111.16959458389101,9.49014213681221,101046742.32324219,5826870.6279296875,10488143.503502369,728082.8831176758,104.88345836508597,20.76137514412403,81359869.84082031,4814741.12902832,11945843.245901585,833629.3555828333,119.46292170100787,-0.5569801479578018,True
119,Cardiovascular diseases,75+ years,2030,185662065.55078125,10572439.481933594,11148367.082033634,738518.4727020264,111.48592260314035,-4.270181268453598,102879249.54980469,5792182.135253906,10525334.459789753,705933.6050415039,105.25538504282304,8.228364244103432,82782191.19824219,4780169.92590332,11971728.167057753,833356.2199777365,119.72186609578421,-15.133329525589943,True
120,Cardiovascular diseases,Age-standardized,2001,0.0,0.0,1496144.7623,74253.3965,15.4795,0.0,0.0,0.0,1376661.9254,66969.5088,14.1283,0.0,0.0,0.0,1630663.6274,83695.6495,17.0074,0.0,False
121,Cardiovascular diseases,Age-standardized,2002,0.0,0.0,1495592.7387,73566.8052,15.4805,0.0,0.0,0.0,1376648.3919,66294.1757,14.1332,0.0,0.0,0.0,1629383.8902,83092.1688,17.0045,0.0,False
122,Cardiovascular diseases,Age-standardized,2003,0.0,0.0,1495059.4359,72784.1179,15.4831,0.0,0.0,0.0,1376754.5760000001,65519.5423,14.1395,0.0,0.0,0.0,1627997.0674,82371.1805,17.0021,0.0,False
123,Cardiovascular diseases,Age-standardized,2004,0.0,0.0,1494519.3637,71537.0244,15.4854,0.0,0.0,0.0,1376824.0054,64383.3288,14.1461,0.0,0.0,0.0,1626668.5151,81054.8058,16.9996,0.0,False
124,Cardiovascular diseases,Age-standardized,2005,0.0,0.0,1493972.1797,70648.2334,15.4872,0.0,0.0,0.0,1376701.3684,63536.0766,14.1491,0.0,0.0,0.0,1625562.126,80218.2284,16.9981,0.0,False
125,Cardiovascular diseases,Age-standardized,2006,0.0,0.0,1493599.537,69450.8796,15.4915,0.0,0.0,0.0,1376665.648,62467.102,14.1528,0.0,0.0,0.0,1624758.5231,78898.5079,16.9996,0.0,False
126,Cardiovascular diseases,Age-standardized,2007,0.0,0.0,1493451.7143,68439.5831,15.498099999999999,0.0,0.0,0.0,1376950.6776,61540.6695,14.1618,0.0,0.0,0.0,1624135.6945,77737.7528,17.0067,0.0,False
127,Cardiovascular diseases,Age-standardized,2008,0.0,0.0,1493393.9387,67612.70939999999,15.5083,0.0,0.0,0.0,1377341.2127,60785.9808,14.1719,0.0,0.0,0.0,1623566.6179,76748.394,17.0146,0.0,False
128,Cardiovascular diseases,Age-standardized,2009,0.0,0.0,1493259.1752,66689.577,15.5162,0.0,0.0,0.0,1377623.673,60001.6135,14.1798,0.0,0.0,0.0,1622926.8405,75630.2205,17.0226,0.0,False
129,Cardiovascular diseases,Age-standardized,2010,0.0,0.0,1492878.5528,65716.8613,15.5214,0.0,0.0,0.0,1377587.0295,59159.6976,14.1846,0.0,0.0,0.0,1622095.2464,74520.1151,17.0259,0.0,False
130,Cardiovascular diseases,Age-standardized,2011,0.0,0.0,1492139.3515,64655.3715,15.5214,0.0,0.0,0.0,1377210.9415,58219.081,14.1871,0.0,0.0,0.0,1620894.6495,73209.8847,17.0249,0.0,False
131,Cardiovascular diseases,Age-standardized,2012,0.0,0.0,1491246.6616,63669.036,15.5226,0.0,0.0,0.0,1376751.3706,57293.7863,14.1884,0.0,0.0,0.0,1619418.7898,72115.0586,17.0234,0.0,False
132,Cardiovascular diseases,Age-standardized,2013,0.0,0.0,1490472.4637,62823.0217,15.5251,0.0,0.0,0.0,1376421.0488,56626.7702,14.1919,0.0,0.0,0.0,1617966.8467,71117.6247,17.0234,0.0,False
133,Cardiovascular diseases,Age-standardized,2014,0.0,0.0,1490048.1942,62189.578199999996,15.532,0.0,0.0,0.0,1376434.1716,56176.2296,14.1996,0.0,0.0,0.0,1616839.5607,70387.8337,17.0268,0.0,False
134,Cardiovascular diseases,Age-standardized,2015,0.0,0.0,1490191.7443,61830.6391,15.5417,0.0,0.0,0.0,1377005.1678,55929.6122,14.2107,0.0,0.0,0.0,1616337.34,69967.1127,17.0326,0.0,False
135,Cardiovascular diseases,Age-standardized,2016,0.0,0.0,1491622.1392,61127.8295,15.5634,0.0,0.0,0.0,1379066.1075,55325.7487,14.237,0.0,0.0,0.0,1616954.41,69245.3,17.0517,0.0,False
136,Cardiovascular diseases,Age-standardized,2017,0.0,0.0,1494177.5313,60300.6161,15.6001,0.0,0.0,0.0,1382477.9594,54580.5823,14.2773,0.0,0.0,0.0,1618504.2571,68331.0686,17.0797,0.0,False
137,Cardiovascular diseases,Age-standardized,2018,0.0,0.0,1496818.4216,59646.7947,15.637,0.0,0.0,0.0,1385861.2753,53915.334,14.3185,0.0,0.0,0.0,1620269.8309,67749.3849,17.1117,0.0,False
138,Cardiovascular diseases,Age-standardized,2019,0.0,0.0,1498484.3346,59040.6692,15.6612,0.0,0.0,0.0,1387838.0306,53374.4381,14.3435,0.0,0.0,0.0,1621532.7199,67060.7319,17.135,0.0,False
139,Cardiovascular diseases,Age-standardized,2020,0.0,0.0,1497397.3706,58086.7584,15.6446,0.0,0.0,0.0,1385844.6067,52329.8845,14.3162,0.0,0.0,0.0,1621639.0925,66087.0035,17.1318,0.0,False
140,Cardiovascular diseases,Age-standardized,2021,0.0,0.0,1501885.2261,57314.6175,15.6923,0.0,0.0,0.0,1391295.5314,51708.6277,14.3733,0.0,0.0,0.0,1625275.9105,64954.22,17.1723,0.0,False
141,Cardiovascular diseases,Age-standardized,2022,0.0,0.0,1500509.4834059435,58415.20353837165,15.68242737336681,0.0,0.0,0.0,1390051.2128170945,52826.17693165351,14.365376247133408,0.0,0.0,0.0,1623422.1943924937,66454.5230388089,17.156459953029874,0.0,True
142,Cardiovascular diseases,Age-standardized,2023,0.0,0.0,1505595.734795265,56897.82363642435,15.733331394899981,0.0,0.0,0.0,1395388.2705720116,51445.04811066258,14.416060876741204,0.0,0.0,0.0,1628444.6726741637,65073.370722203064,17.210251593324084,0.0,True
143,Cardiovascular diseases,Age-standardized,2024,0.0,0.0,1512414.3503497157,55992.63247642297,15.802874423651275,0.0,0.0,0.0,1403028.879577378,50718.76173397516,14.49279008645324,0.0,0.0,0.0,1634510.9887527893,64383.593275138854,17.27432589315229,0.0,True
144,Cardiovascular diseases,Age-standardized,2025,0.0,0.0,1518697.4591293335,55328.17891700566,15.863613132911269,0.0,0.0,0.0,1409815.0479125977,50175.73320637643,14.558328274055384,0.0,0.0,0.0,1640399.511177063,64088.44895744324,17.332151931070257,0.0,True
145,Cardiovascular diseases,Age-standardized,2026,0.0,0.0,1524486.7654953003,54835.58116262406,15.916968339064624,0.0,0.0,0.0,1415963.0264587402,49766.70225445181,14.615925278631039,0.0,0.0,0.0,1645989.8247756958,63948.44498252869,17.383596746076364,0.0,True
146,Cardiovascular diseases,Age-standardized,2027,0.0,0.0,1530989.9998092651,54367.95198841393,15.975477305764798,0.0,0.0,0.0,1422813.7456970215,49381.6837708652,14.679140125052072,0.0,0.0,0.0,1652349.3164138794,63904.89073371887,17.440250107145403,0.0,True
147,Cardiovascular diseases,Age-standardized,2028,0.0,0.0,1538244.989830017,53925.29139436036,16.039391249825712,0.0,0.0,0.0,1430404.4309692383,49020.67775563896,14.748255161684938,0.0,0.0,0.0,1659519.2530288696,63962.49856758118,17.502365572669078,0.0,True
148,Cardiovascular diseases,Age-standardized,2029,0.0,0.0,1546289.56325531,53507.599380493164,16.10896138806129,0.0,0.0,0.0,1438772.3073425293,48683.68420873582,14.823552737361751,0.0,0.0,0.0,1667540.901649475,64125.98084068298,17.570196701504756,0.0,True
149,Cardiovascular diseases,Age-standardized,2030,0.0,0.0,1555161.547843933,53114.87594678998,16.18443893705262,0.0,0.0,0.0,1447954.6001281738,48370.7031301707,14.90531520114746,0.0,0.0,0.0,1676455.5293045044,64400.04990196228,17.643997052044142,0.0,True
150,Ischemic heart disease,0-14 years,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
151,Ischemic heart disease,0-14 years,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
152,Ischemic heart disease,0-14 years,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
153,Ischemic heart disease,0-14 years,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
154,Ischemic heart disease,0-14 years,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
155,Ischemic heart disease,0-14 years,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
156,Ischemic heart disease,0-14 years,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
157,Ischemic heart disease,0-14 years,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
158,Ischemic heart disease,0-14 years,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
159,Ischemic heart disease,0-14 years,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
160,Ischemic heart disease,0-14 years,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
161,Ischemic heart disease,0-14 years,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
162,Ischemic heart disease,0-14 years,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
163,Ischemic heart disease,0-14 years,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
164,Ischemic heart disease,0-14 years,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
165,Ischemic heart disease,0-14 years,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
166,Ischemic heart disease,0-14 years,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
167,Ischemic heart disease,0-14 years,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
168,Ischemic heart disease,0-14 years,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
169,Ischemic heart disease,0-14 years,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
170,Ischemic heart disease,0-14 years,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
171,Ischemic heart disease,0-14 years,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
172,Ischemic heart disease,0-14 years,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
173,Ischemic heart disease,0-14 years,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
174,Ischemic heart disease,0-14 years,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
175,Ischemic heart disease,0-14 years,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
176,Ischemic heart disease,0-14 years,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
177,Ischemic heart disease,0-14 years,2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
178,Ischemic heart disease,0-14 years,2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
179,Ischemic heart disease,0-14 years,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
180,Ischemic heart disease,15-49 years,2001,4443675.1507,195400.2566,33328.5211,1405.3743,0.3377,8.5886,1867009.5533999999,64960.0693,26940.183399999998,818.8011,0.2709,6.8821,2576665.5976,130440.1867,39512.2616,1977.7265,0.4052,9.4801,False
